ordno ,custno ,name            ,postcode   ,city      ,region ,regionmgr ,mgrnm ,salespers ,salesnm ,orddate    ,deldate    ,paydate    ,quantity ,prodno ,proddescr                     ,catdescr       ,price ,linetotal
 1265 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-09-20 ,2021-09-21 ,2021-10-02 ,      13 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   259.35
 1266 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2021-09-21 ,2021-09-23 ,2021-10-05 ,      20 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   450
 1267 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-09-21 ,2021-09-27 ,2021-10-26 ,       9 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   179.55
 1268 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-09-22 ,2021-09-27 ,2021-10-01 ,       9 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    80.55
 1269 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-09-24 ,2021-09-28 ,2021-10-04 ,      21 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   496.65
 1269 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-09-24 ,2021-09-28 ,2021-10-04 ,      14 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   279.3
 1270 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-09-29 ,2021-10-02 ,2021-10-23 ,       9 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    80.55
 1270 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-09-29 ,2021-10-02 ,2021-10-23 ,      20 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,   165
 1270 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-09-29 ,2021-10-02 ,2021-10-23 ,      15 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   243.75
 1270 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-09-29 ,2021-10-02 ,2021-10-23 ,      17 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   382.5
 1271 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-09-29 ,2021-10-01 ,2021-10-19 ,       5 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   112.5
 1272 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2021-10-03 ,2021-10-09 ,2021-10-26 ,      21 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   472.5
 1273 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2021-10-03 ,2021-10-07 ,2021-10-14 ,      22 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   495
 1274 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-10-07 ,2021-10-10 ,2021-11-05 ,       7 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   165.55
 1274 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-10-07 ,2021-10-10 ,2021-11-05 ,      16 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   704
 1274 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-10-07 ,2021-10-10 ,2021-11-05 ,      19 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   218.5
 1274 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-10-07 ,2021-10-10 ,2021-11-05 ,      19 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   270.75
 1274 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-10-07 ,2021-10-10 ,2021-11-05 ,       3 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,    48.75
 1274 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-10-07 ,2021-10-10 ,2021-11-05 ,      16 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   319.2
 1275 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2021-10-07 ,2021-10-11 ,2021-10-28 ,      17 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   382.5
 1276 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-10-08 ,2021-10-13 ,2021-11-06 ,      16 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   319.2
 1277 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-10-12 ,2021-10-14 ,2021-10-30 ,      17 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   242.25
 1278 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-10-13 ,2021-10-20 ,2021-11-15 ,      23 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   402.5
 1279 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-10-18 ,2021-10-21 ,2021-10-30 ,      24 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   214.8
 1280 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-10-21 ,2021-10-25 ,2021-11-21 ,      12 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   138
 1281 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2021-10-22 ,2021-10-26 ,2021-11-01 ,      12 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   231
 1282 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2021-10-26 ,2021-10-27 ,2021-11-16 ,       7 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   134.75
 1283 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2021-10-31 ,2021-11-04 ,2021-11-27 ,       9 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   396
 1284 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-11-01 ,2021-11-03 ,2021-11-15 ,      23 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   458.85
 1285 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-11-01 ,2021-11-03 ,2021-11-18 ,      18 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   425.7
 1286 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2021-11-05 ,2021-11-11 ,2021-12-04 ,      10 ,   402 ,Ganzenlever                   ,luxury food    ,40.7  ,   407
 1287 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      806 ,Karel   ,2021-11-06 ,2021-11-09 ,2021-11-28 ,      14 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,   115.5
 1288 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2021-11-06 ,2021-11-12 ,2021-11-17 ,       7 ,   402 ,Ganzenlever                   ,luxury food    ,40.7  ,   284.9
 1288 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2021-11-06 ,2021-11-12 ,2021-11-17 ,      11 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   211.75
 1289 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-11-12 ,2021-11-14 ,2021-11-22 ,      23 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   327.75
 1290 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-11-15 ,2021-11-20 ,2021-11-29 ,       9 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   173.25
 1291 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2021-11-16 ,2021-11-21 ,2021-11-30 ,      20 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   399
 1292 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-11-17 ,2021-11-19 ,2021-12-24 ,      10 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   192.5
 1293 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-11-19 ,2021-11-21 ,2021-12-01 ,       9 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   173.25
 1294 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2021-11-19 ,2021-11-22 ,2021-12-01 ,      21 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   418.95
 1295 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2021-11-19 ,2021-11-24 ,2021-12-22 ,       8 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   130
 1296 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2021-11-20 ,2021-11-24 ,2021-12-19 ,       6 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,    85.5
 1297 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-11-26 ,2021-12-02 ,2022-01-01 ,      19 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   170.05
 1298 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-11-29 ,2021-12-01 ,2021-12-31 ,      12 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   239.4
 1299 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2021-11-30 ,2021-12-03 ,2021-12-15 ,      28 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   558.6
 1300 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2021-12-04 ,2021-12-08 ,2021-12-31 ,       6 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,    85.5
 1301 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2021-12-07 ,2021-12-13 ,2022-01-10 ,      18 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   425.7
 1302 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-12-07 ,2021-12-11 ,2022-01-05 ,      16 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   378.4
 1303 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2021-12-11 ,2021-12-14 ,2022-01-01 ,      13 ,   402 ,Ganzenlever                   ,luxury food    ,40.7  ,   529.1
 1304 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-12-12 ,2021-12-13 ,2021-12-27 ,      16 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   360
 1305 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2021-12-13 ,2021-12-17 ,2021-12-21 ,       5 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,    99.75
 1306 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2021-12-18 ,2021-12-19 ,2021-12-23 ,      12 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   107.4
 1307 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-12-18 ,2021-12-23 ,2021-12-31 ,       9 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   146.25
 1308 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2021-12-18 ,2021-12-20 ,           ,      22 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   196.9
 1309 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-12-24 ,2021-12-26 ,2022-01-21 ,      15 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,19.25 ,   288.75
 1309 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-12-24 ,2021-12-26 ,2022-01-21 ,      10 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,    82.5
 1310 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-12-26 ,2021-12-30 ,2022-01-14 ,       8 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,    92
 1310 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-12-26 ,2021-12-30 ,2022-01-14 ,       6 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   105
 1310 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2021-12-26 ,2021-12-30 ,2022-01-14 ,       6 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,    97.5
 1311 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2021-12-28 ,2022-01-01 ,2022-01-06 ,      21 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   187.95
 1312 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2022-01-01 ,2022-01-04 ,2022-01-18 ,      15 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   354.75
 1313 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2022-01-03 ,2022-01-07 ,2022-01-22 ,      24 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   478.8
 1314 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2022-01-11 ,2022-01-16 ,2022-02-04 ,      13 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   149.5
 1315 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2022-01-12 ,2022-01-19 ,2022-02-13 ,      12 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   195
 1316 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2022-01-12 ,2022-01-19 ,2022-02-02 ,      20 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   450
 1317 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2022-01-17 ,2022-01-20 ,2022-02-01 ,      18 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   161.1
 1318 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2022-01-25 ,2022-01-28 ,2022-02-23 ,      13 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   227.5
 1319 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2022-02-02 ,2022-02-06 ,2022-02-23 ,       8 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   189.2
 1320 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2022-02-03 ,2022-02-08 ,2022-02-20 ,       3 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,    24.75
 1321 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2022-02-05 ,2022-02-09 ,2022-03-13 ,      20 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,   165
 1322 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2022-02-05 ,2022-02-09 ,2022-03-10 ,      24 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   214.8
 1323 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2022-02-06 ,2022-02-11 ,           ,       7 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,    99.75
 1324 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2022-02-11 ,2022-02-14 ,2022-03-03 ,      14 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   161
 1325 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2022-02-11 ,2022-02-15 ,2022-02-25 ,      18 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   256.5
 1326 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2022-02-19 ,2022-02-20 ,2022-02-27 ,      21 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   187.95
 1327 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2022-02-23 ,2022-03-01 ,2022-03-27 ,       7 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,    99.75
 1328 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2022-02-27 ,2022-03-03 ,2022-04-02 ,      17 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   195.5
 1329 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2022-02-28 ,2022-03-04 ,2022-03-28 ,       5 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,    87.5
 1330 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2022-03-08 ,2022-03-12 ,2022-04-07 ,      18 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   256.5
 1331 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2022-03-13 ,2022-03-19 ,2022-04-14 ,       6 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   141.9
 1332 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2022-03-15 ,2022-03-16 ,2022-04-03 ,      20 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   179
 1333 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2022-03-15 ,2022-03-19 ,2022-04-07 ,      20 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   179
 1334 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2022-03-15 ,2022-03-17 ,2022-03-27 ,      16 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   319.2
 1335 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2022-03-16 ,2022-03-22 ,2022-03-30 ,       3 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,15.25 ,    45.75
 1335 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2022-03-16 ,2022-03-22 ,2022-03-30 ,       6 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,    49.5
 1335 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2022-03-16 ,2022-03-22 ,2022-03-30 ,      23 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   327.75
 1335 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2022-03-16 ,2022-03-22 ,2022-03-30 ,      13 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   227.5
 1336 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2022-03-23 ,2022-03-28 ,2022-04-02 ,       9 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   157.5
 1337 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2022-03-25 ,2022-03-29 ,2022-04-04 ,      17 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   382.5
 1338 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2022-04-02 ,2022-04-04 ,2022-05-02 ,      20 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   350
 1339 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2022-04-05 ,2022-04-11 ,2022-04-18 ,      10 ,   402 ,Ganzenlever                   ,luxury food    ,40.7  ,   407
 1340 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2022-04-05 ,2022-04-11 ,2022-05-11 ,       9 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,22.5  ,   202.5
 1341 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2022-04-11 ,2022-04-15 ,2022-05-12 ,      12 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   210
 1341 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2022-04-11 ,2022-04-15 ,2022-05-12 ,       8 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   130
 1342 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2022-04-13 ,2022-04-15 ,2022-04-25 ,      20 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   350
 1343 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2022-04-17 ,2022-04-21 ,2022-05-05 ,      16 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.5  ,   280
 1344 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2022-04-17 ,2022-04-21 ,2022-04-29 ,      11 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   260.15
 1345 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2022-04-21 ,2022-04-27 ,2022-05-10 ,      15 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   213.75
 1346 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2022-04-26 ,2022-04-30 ,2022-05-14 ,       9 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   212.85
 1347 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2022-04-26 ,2022-05-03 ,2022-05-23 ,      11 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 8.25 ,    90.75
 1348 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2022-05-01 ,2022-05-06 ,2022-05-25 ,      20 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   285
 1349 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2022-05-08 ,2022-05-11 ,2022-05-21 ,      17 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   276.25
 1349 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2022-05-08 ,2022-05-11 ,2022-05-21 ,      20 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,21.95 ,   439
 1350 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      806 ,Karel   ,2022-05-09 ,2022-05-13 ,2022-06-07 ,      15 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,15.25 ,   228.75
 1351 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2022-05-18 ,2022-05-23 ,2022-06-15 ,      24 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   390
